University of Peradeniya
Profile,Verified Email,Citations,URL
Kumara Mahipala MBP,agri.pdn.ac.lk,129,https://scholar.google.com/citations?hl=en&user=FLjCSQUAAAAJ
Rasnayaka Mudiyanse,pdn.ac.lk,125,https://scholar.google.com/citations?hl=en&user=CZSeh4kAAAAJ
Prasanna Liyanage,pdn.ac.lk,123,https://scholar.google.com/citations?hl=en&user=8-YzOZMAAAAJ
Niluka Darshani Gunawardhana,dental.pdn.ac.lk,122,https://scholar.google.com/citations?hl=en&user=XbN_U4AAAAAJ
Dimanthi Jayatilake,pdn.ac.lk,117,https://scholar.google.com/citations?hl=en&user=LpLg3B8AAAAJ
Geeshani Somaratne,agri.pdn.ac.lk,117,https://scholar.google.com/citations?hl=en&user=RVumkZkAAAAJ
PH Prasantha Fernando,pdn.ac.lk,116,https://scholar.google.com/citations?hl=en&user=MzeclMMAAAAJ
DN  Vidana Gamage,agri.pdn.ac.lk,115,https://scholar.google.com/citations?hl=en&user=GGHAHwcAAAAJ
Hakim Usoof,pdn.ac.lk,113,https://scholar.google.com/citations?hl=en&user=gTyAoL0AAAAJ
Nadeesha Koralegedara,pdn.ac.lk,113,https://scholar.google.com/citations?hl=en&user=jYTlv5YAAAAJ
Chamila Walgampaya,pdn.ac.lk,113,https://scholar.google.com/citations?hl=en&user=A1Bo3KoAAAAJ
SR Herath,eng.pdn.ac.lk,111,https://scholar.google.com/citations?hl=en&user=0DhXXbkAAAAJ
Samodha Subhashini Gunathilake,pdn.ac.lk,110,https://scholar.google.com/citations?hl=en&user=sjiRrhMAAAAJ
Professor  Selliah Sivarajasingham PhD,pdn.ac.lk,109,https://scholar.google.com/citations?hl=en&user=0NBHuO8AAAAJ
Chaminda Kandauda,pdn.ac.lk,109,https://scholar.google.com/citations?hl=en&user=sgAhw9kAAAAJ
Athula Ekanayake,pdn.ac.lk,107,https://scholar.google.com/citations?hl=en&user=tM8K2WAAAAAJ
GDRK Perera,pdn.ac.lk,106,https://scholar.google.com/citations?hl=en&user=XM-HFzAAAAAJ
LG Sampath Lokugalappatti,pdn.ac.lk,105,https://scholar.google.com/citations?hl=en&user=C26LbOoAAAAJ
Waruni Ayesha Edirisooriya,pdn.ac.lk,105,https://scholar.google.com/citations?hl=en&user=Y5gzVnkAAAAJ
Malan Jayawickrama,pdn.ac.lk,103,https://scholar.google.com/citations?hl=en&user=oltM7DkAAAAJ
ZAMS juman,pdn.ac.lk,101,https://scholar.google.com/citations?hl=en&user=yOj-50QAAAAJ
Swarnalatha Radhakrishnan,ce.pdn.ac.lk,99,https://scholar.google.com/citations?hl=en&user=SN6DXkUAAAAJ
Rohana Seneviratne,arts.pdn.ac.lk,97,https://scholar.google.com/citations?hl=en&user=1HR3fvYAAAAJ
Buddhiprabha DD Pathirana,pdn.ac.lk,96,https://scholar.google.com/citations?hl=en&user=uTSV2msAAAAJ
Madhavi Paranagama,pdn.ac.lk,96,https://scholar.google.com/citations?hl=en&user=jm5xL44AAAAJ
AM Thilanka A Gunaratne,pdn.ac.lk,93,https://scholar.google.com/citations?hl=en&user=zdXlYmwAAAAJ
Anoma Abhayaratne,pdn.ac.lk,89,https://scholar.google.com/citations?hl=en&user=U_SpJs4AAAAJ
Sanjeewani Fonseka,pdn.ac.lk,87,https://scholar.google.com/citations?hl=en&user=g9bHCGkAAAAJ
Lakshika S. Nawarathna,pdn.ac.lk,85,https://scholar.google.com/citations?hl=en&user=WQxkmCYAAAAJ
Mahlon Rambukkange,pdn.ac.lk,85,https://scholar.google.com/citations?hl=en&user=FNFBkMkAAAAJ
Warshi Shamila Dandeniya,pdn.ac.lk,84,https://scholar.google.com/citations?hl=en&user=aJgk0pcAAAAJ
Udaya Dangahadeniya,pdn.ac.lk,83,https://scholar.google.com/citations?hl=en&user=kRUrHoYAAAAJ
RMC Deshapriya,pdn.ac.lk,79,https://scholar.google.com/citations?hl=en&user=W6yRAkkAAAAJ
Melonie Thomas,sci.pdn.ac.lk,76,https://scholar.google.com/citations?hl=en&user=N8rN0ecAAAAJ
WRSS Dharmarathna,eng.pdn.ac.lk,76,https://scholar.google.com/citations?hl=en&user=bFnyYosAAAAJ
PBG Dissanayake,eng.pdn.ac.lk,75,https://scholar.google.com/citations?hl=en&user=UZ4Xzi0AAAAJ
Hiran Yapa,pdn.ac.lk,74,https://scholar.google.com/citations?hl=en&user=SUlJrl8AAAAJ
Shyamantha SUBASINGHE (PhD),pdn.ac.lk,73,https://scholar.google.com/citations?hl=en&user=7QKvFCQAAAAJ
Asitha U Bandaranayake,eng.pdn.ac.lk,73,https://scholar.google.com/citations?hl=en&user=sf6MaF4AAAAJ
ACA Jayasundera,pdn.ac.lk,73,https://scholar.google.com/citations?hl=en&user=4F8q9KcAAAAJ
Prof. Dinesh Malcolm Gerard Fernando,pdn.ac.lk,71,https://scholar.google.com/citations?hl=en&user=9ztsczUAAAAJ
susanthi Jayasinghe,pdn.ac.lk,70,https://scholar.google.com/citations?hl=en&user=kEOjDxQAAAAJ
HDWT Damayanthi,pdn.ac.lk,70,https://scholar.google.com/citations?hl=en&user=4JeXVi4AAAAJ
Charitha J. Gamlath,eng.pdn.ac.lk,70,https://scholar.google.com/citations?hl=en&user=cPbz1ZEAAAAJ
Jeewanthika Ekanayaka,pdn.ac.lk,68,https://scholar.google.com/citations?hl=en&user=no5gMy8AAAAJ
Dr Rasika Manori Jayasinghe,pdn.ac.lk,66,https://scholar.google.com/citations?hl=en&user=Jd33cGcAAAAJ
Eranga Siriweera,pdn.ac.lk,63,https://scholar.google.com/citations?hl=en&user=SAIEH0AAAAAJ
Chathura Ratnayake,pdn.ac.lk,63,https://scholar.google.com/citations?hl=en&user=X3-5DcUAAAAJ
kapila Arambawatta,pdn.ac.lk,61,https://scholar.google.com/citations?hl=en&user=I8ZTq-0AAAAJ
Deepthi Edussuriya,med.pdn.ac.lk,60,https://scholar.google.com/citations?hl=en&user=PW4WlpAAAAAJ
Chandana Kurukulasuriya,pdn.ac.lk,59,https://scholar.google.com/citations?hl=en&user=B3lcyAcAAAAJ
ruwan ranaweera,ee.pdn.ac.lk,58,https://scholar.google.com/citations?hl=en&user=Tha7WGEAAAAJ
Menaka Hindagolla,pdn.ac.lk,57,https://scholar.google.com/citations?hl=en&user=SGm2hjoAAAAJ
Waranatha  L Abeygunasekara,ee.pdn.ac.lk,55,https://scholar.google.com/citations?hl=en&user=59wTioQAAAAJ
JASC Jayasinghe,pdn.ac.lk,54,https://scholar.google.com/citations?hl=en&user=bujAZTgAAAAJ
AHHM Jayaweera,pdn.ac.lk,54,https://scholar.google.com/citations?hl=en&user=Sib72UUAAAAJ
Achala Pallegedara,pdn.ac.lk,53,https://scholar.google.com/citations?hl=en&user=yh7xMykAAAAJ
Hemalika Abeysundara,pdn.ac.lk,52,https://scholar.google.com/citations?hl=en&user=UoXY6a4AAAAJ
Nileththi Yasendra Jayanath,pdn.ac.lk,52,https://scholar.google.com/citations?hl=en&user=6EwrUkQAAAAJ
Lalith Rankoth,agri.pdn.ac.lk,52,https://scholar.google.com/citations?hl=en&user=iAICDr0AAAAJ
R. Maheswaran,pdn.ac.lk,51,https://scholar.google.com/citations?hl=en&user=5bicD20AAAAJ
C Alahakoon,pdn.ac.lk,50,https://scholar.google.com/citations?hl=en&user=fCM83MsAAAAJ
Aruna Manipura,pdn.ac.lk,50,https://scholar.google.com/citations?hl=en&user=kc8SPUMAAAAJ
Shamali Abeyagunawardena,pdn.ac.lk,50,https://scholar.google.com/citations?hl=en&user=o7-NvPcAAAAJ
ST Kudagammana,pdn.ac.lk,48,https://scholar.google.com/citations?hl=en&user=3F61xPwAAAAJ
WN P Rodrigo (Niluka Rodrigo),sci.pdn.ac.lk,48,https://scholar.google.com/citations?hl=en&user=rXItd_AAAAAJ
Eranthi Perera,pdn.ac.lk,47,https://scholar.google.com/citations?hl=en&user=VEKVVO8AAAAJ
Sureni Weerasinghe,pdn.ac.lk,46,https://scholar.google.com/citations?hl=en&user=hlnSFKAAAAAJ
WB Daundasekara,pdn.ac.lk,46,https://scholar.google.com/citations?hl=en&user=T9iVaAEAAAAJ
HAD Samith Buddika,eng.pdn.ac.lk,45,https://scholar.google.com/citations?hl=en&user=sRMAPvgAAAAJ
Ashvin Wickramasooriya,pdn.ac.lk,45,https://scholar.google.com/citations?hl=en&user=9iaLIr4AAAAJ
SMK Gamage,pdn.ac.lk,45,https://scholar.google.com/citations?hl=en&user=hs4fheUAAAAJ
Damayanthi Herath,eng.pdn.ac.lk,45,https://scholar.google.com/citations?hl=en&user=G2jUV5IAAAAJ
Muditha Prasannajith Perera,pdn.ac.lk,44,https://scholar.google.com/citations?hl=en&user=NIEetp8AAAAJ
HMWA Herath,pdn.ac.lk,43,https://scholar.google.com/citations?hl=en&user=s4nERLIAAAAJ
Uditha Sudheera Navaratne,ee.pdn.ac.lk,43,https://scholar.google.com/citations?hl=en&user=SkW8pgMAAAAJ
JG Sri Ranjith,pdn.ac.lk,43,https://scholar.google.com/citations?hl=en&user=CsAsupAAAAAJ
Ramila Usoof,pdn.ac.lk,40,https://scholar.google.com/citations?hl=en&user=VlmZ5eQAAAAJ
Sumudu Ruklani,sci.pdn.ac.lk,39,https://scholar.google.com/citations?hl=en&user=fBil8HgAAAAJ
MCN Fonseka,pdn.ac.lk,36,https://scholar.google.com/citations?hl=en&user=cL8vVBQAAAAJ
Chamanei Sandamali Perera,sci.pdn.ac.lk,36,https://scholar.google.com/citations?hl=en&user=7X90M-4AAAAJ
AJ Dammika (Dammika Abeykoon),pdn.ac.lk,36,https://scholar.google.com/citations?hl=en&user=CBRGgucAAAAJ
Udari Abeyasinghe,dental.pdn.ac.lk,36,https://scholar.google.com/citations?hl=en&user=lrs7hVMAAAAJ
Malshani Pathirathna,pdn.ac.lk,33,https://scholar.google.com/citations?hl=en&user=YoquoLEAAAAJ
Isuru Nawinne,eng.pdn.ac.lk,33,https://scholar.google.com/citations?hl=en&user=8qqGvuwAAAAJ
Thilini Sudeshika,pdn.ac.lk,33,https://scholar.google.com/citations?hl=en&user=RPbr4VIAAAAJ
Pathum Dissanayake,pdn.ac.lk,32,https://scholar.google.com/citations?hl=en&user=13ZYSpEAAAAJ
Mohideen M. Alikhan,pdn.ac.lk,32,https://scholar.google.com/citations?hl=en&user=8VNcmOAAAAAJ
Adarshi P. Welegedara,sci.pdn.ac.lk,32,https://scholar.google.com/citations?hl=en&user=A4fYumAAAAAJ
Kalana Senaratne,pdn.ac.lk,31,https://scholar.google.com/citations?hl=en&user=5BjIbuQAAAAJ
Nilanthi Dissanayake,pdn.ac.lk,30,https://scholar.google.com/citations?hl=en&user=pa-zBswAAAAJ
Chanaka Dilhan Senanayake,pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=r_IVPP4AAAAJ
Mahasen Dehideniya,pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=RMTxEPEAAAAJ
Bimali Sanjeevani Weerakoon,ahs.pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=vNX52igAAAAJ
Champa NK Alahakoon,pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=HP4W2FcAAAAJ
Dilani Abeyrathne,pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=m0J_BrcAAAAJ
Rekha  Nianthi,pdn.ac.lk,28,https://scholar.google.com/citations?hl=en&user=QBaxnFwAAAAJ
Dimanthi Uduwela,sci.pdn.ac.lk,27,https://scholar.google.com/citations?hl=en&user=Ze-Xd4MAAAAJ
Subhashinie Wijesundera,pdn.ac.lk,26,https://scholar.google.com/citations?hl=en&user=VwQZBu0AAAAJ
Pramila Gamage,pdn.ac.lk,26,https://scholar.google.com/citations?hl=en&user=UsYLLboAAAAJ
Sriyani Perera,pdn.ac.lk,26,https://scholar.google.com/citations?hl=en&user=lcXBg6sAAAAJ
Pushpa Vitharana,pdn.ac.lk,26,https://scholar.google.com/citations?hl=en&user=OljqkfIAAAAJ
Ubaya Ashandika Higgoda,eng.pdn.ac.lk,25,https://scholar.google.com/citations?hl=en&user=HwW4GywAAAAJ
Dewasmika Ariyasinghe,pdn.ac.lk,24,https://scholar.google.com/citations?hl=en&user=vYB1cp4AAAAJ
Dr.RMSumudu Himesha B.Medawela,dental.pdn.ac.lk,24,https://scholar.google.com/citations?hl=en&user=-eTQDNQAAAAJ
KRB Herath,eng.pdn.ac.lk,23,https://scholar.google.com/citations?hl=en&user=2a9Vn9YAAAAJ
RMM Chandraratne,pdn.ac.lk,23,https://scholar.google.com/citations?hl=en&user=ipI-knoAAAAJ
Shakkya J. Ranasinghe,sci.pdn.ac.lk,23,https://scholar.google.com/citations?hl=en&user=a2f1CNAAAAAJ
W. Nipuna U. Perera,agri.pdn.ac.lk,22,https://scholar.google.com/citations?hl=en&user=OBZ-aAoAAAAJ
Ruwani Suraweera,ahs.pdn.ac.lk,21,https://scholar.google.com/citations?hl=en&user=AOKXtjMAAAAJ
Madhavi  Wijerathna,agri.pdn.ac.lk,21,https://scholar.google.com/citations?hl=en&user=A9ptnD4AAAAJ
R Palamakumbura,pdn.ac.lk,21,https://scholar.google.com/citations?hl=en&user=z5pb92UAAAAJ
DKK Nanayakkara,pdn.ac.lk,20,https://scholar.google.com/citations?hl=en&user=Tzcy_ucAAAAJ
Gihan Chanaka Jayatilaka,eng.pdn.ac.lk,20,https://scholar.google.com/citations?hl=en&user=ZsJpIO8AAAAJ
Thushara Kamalrathne,arts.pdn.ac.lk,19,https://scholar.google.com/citations?hl=en&user=R2mTmHEAAAAJ
Kanchana Dehigama,pdn.ac.lk,18,https://scholar.google.com/citations?hl=en&user=DaQZRn0AAAAJ
Wanasinghe Chandrasena,pdn.ac.lk,18,https://scholar.google.com/citations?hl=en&user=hEKGA58AAAAJ
"Shantha Wanninayake, KBS. Wanninayake, HMKS. Wanninayake",pdn.ac.lk,18,https://scholar.google.com/citations?hl=en&user=lO1uD4oAAAAJ
Professor NA Wimalasena,arts.pdn.ac.lk,17,https://scholar.google.com/citations?hl=en&user=zFcwfh0AAAAJ
SDI Nanayakkara (Indumathie Nanayakkara),pdn.ac.lk,16,https://scholar.google.com/citations?hl=en&user=vriKrTsAAAAJ
SDI Nanayakkara (Indumathie Nanayakkara),pdn.ac.lk,16,https://scholar.google.com/citations?hl=en&user=Nfa5z50AAAAJ
Imalka Tennakoon,ahs.pdn.ac.lk,15,https://scholar.google.com/citations?hl=en&user=v8WD8n0AAAAJ
Panduka Neluwala,eng.pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=1WywyewAAAAJ
MB Ranathilaka,pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=sx89CH8AAAAJ
Sarathchandra Gamlath,arts.pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=e6HjIEwAAAAJ
Dr. Abey Rathnayake,arts.pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=lwB_9VkAAAAJ
Esther Liyanage,pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=luY4NJwAAAAJ
Hiruna Samarakoon,eng.pdn.ac.lk,14,https://scholar.google.com/citations?hl=en&user=TSaS1xgAAAAJ
Chandra Herath,pdn.ac.lk,13,https://scholar.google.com/citations?hl=en&user=2T2hfKIAAAAJ
Rajitha Ranasinghe,sci.pdn.ac.lk,13,https://scholar.google.com/citations?hl=en&user=LzVa1jYAAAAJ
Rumali Navoda Perera,sci.pdn.ac.lk,13,https://scholar.google.com/citations?hl=en&user=QkT4deoAAAAJ
Kappina Kasturige Kamani Sylva,pdn.ac.lk,12,https://scholar.google.com/citations?hl=en&user=utzJ0jAAAAAJ
Kumarihamy RMK,pdn.ac.lk,11,https://scholar.google.com/citations?hl=en&user=2RHoFoAAAAAJ
SGJ Senarathne,sci.pdn.ac.lk,11,https://scholar.google.com/citations?hl=en&user=fDscdsUAAAAJ
DIJ Samaranayake,pdn.ac.lk,11,https://scholar.google.com/citations?hl=en&user=F6nzpcAAAAAJ
Kokum Rekha De Silva,sci.pdn.ac.lk,11,https://scholar.google.com/citations?hl=en&user=TOpJWlUAAAAJ
Samanmala Dorabawila,pdn.ac.lk,10,https://scholar.google.com/citations?hl=en&user=xhyMLTEAAAAJ
Buddhie Nanayakkara,sci.pdn.ac.lk,10,https://scholar.google.com/citations?hl=en&user=MmcVyS0AAAAJ
Thilini Anupama,vet.pdn.ac.lk,10,https://scholar.google.com/citations?hl=en&user=VQJYasoAAAAJ
Himani Amaratunga,pdn.ac.lk,9,https://scholar.google.com/citations?hl=en&user=tAYSF0sAAAAJ
RMURK Rathnayaka,pdn.ac.lk,9,https://scholar.google.com/citations?hl=en&user=UABGDjsAAAAJ
TWMTW Bandara,pdn.ac.lk,9,https://scholar.google.com/citations?hl=en&user=zTD9YnYAAAAJ
SHT Kumudumali,mgt.pdn.ac.lk,9,https://scholar.google.com/citations?hl=en&user=Dnn_86MAAAAJ
CK Pathirana,eng.pdn.ac.lk,8,https://scholar.google.com/citations?hl=en&user=MgqGP-8AAAAJ
Lahiru Narangammana,sci.pdn.ac.lk,8,https://scholar.google.com/citations?hl=en&user=3tj4V1wAAAAJ
DML Dissanayake/ Lalitha Dissanayake/L. Dissanayake,pdn.ac.lk,7,https://scholar.google.com/citations?hl=en&user=z0nG04YAAAAJ
Dr TP Gamagedara,pdn.ac.lk,7,https://scholar.google.com/citations?hl=en&user=lCCHiSEAAAAJ
Suren Sritharan,eng.pdn.ac.lk,7,https://scholar.google.com/citations?hl=en&user=jlyM5uoAAAAJ
Manoj Alawathukotuwa,pdn.ac.lk,6,https://scholar.google.com/citations?hl=en&user=TyoBLikAAAAJ
S. Yamuna,pdn.ac.lk,5,https://scholar.google.com/citations?hl=en&user=N5DRd7oAAAAJ
Thilini Ranasinghe,pdn.ac.lk,5,https://scholar.google.com/citations?hl=en&user=5QYkz6wAAAAJ
Sanjaya Herath,eng.pdn.ac.lk,5,https://scholar.google.com/citations?hl=en&user=fyXzUD8AAAAJ
Thanushi Ruwanga Withanage,eng.pdn.ac.lk,5,https://scholar.google.com/citations?hl=en&user=uKXt1uIAAAAJ
BA Nuresh Eranda,pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=Rek4ZaIAAAAJ
AMS Deepanie Pathiranage,ahs.pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=t8g9OmoAAAAJ
Anura Rajapaksha,pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=UU1ZOscAAAAJ
DD Dias,eng.pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=bFKFO1gAAAAJ
IW Namal Bandaranayake,eng.pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=nU_4GRwAAAAJ
Thoshara Nawarathne,eng.pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=IDgRaa0AAAAJ
Upekha Hansanie Delay,eng.pdn.ac.lk,4,https://scholar.google.com/citations?hl=en&user=olpzuLsAAAAJ
SHNP DE SILVA,agri.pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=fdDzBCwAAAAJ
Prasad Sethunga,pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=0naS7lQAAAAJ
Aruna Rajapakse,pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=XoDUGjMAAAAJ
Sudesh Mantillake,arts.pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=gqFezBoAAAAJ
APGMV Samaraweera,sci.pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=vS__bG0AAAAJ
Roshani Perera,pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=2blOabgAAAAJ
Hasini Lecamwasam,arts.pdn.ac.lk,3,https://scholar.google.com/citations?hl=en&user=Z6dJTA0AAAAJ
Bhathiya Athurupana,sci.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=e2_A4bAAAAAJ
Rumala Morel,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=cqChpZ0AAAAJ
Chandravilashini Shantha Hettiarachchi ( CS Hettiarachchi),pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=Ww7lCQkAAAAJ
Nirmala Jayawardena,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=sY0U3PkAAAAJ
HMNK Mudalige,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=UHAesEUAAAAJ
HMRKGNandasena,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=qbu-588AAAAJ
NMY Bagyawantha,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=PXXhJVQAAAAJ
MGCM Jayasinghe,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=PwKatTkAAAAJ
Rohitha Dasanayaka,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=tKptsXQAAAAJ
Ruwan Chamara,agri.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=NIV5c1cAAAAJ
Uthpala  Nivandani Ekanayake,eng.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=H0__wXoAAAAJ
Chirath Dasanayaka,eng.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=GJ7RQpYAAAAJ
WV Nishadi,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=4awPZGwAAAAJ
Umar Marikkar,eng.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=SwVBgKgAAAAJ
Jameel Hassan,eng.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=Qt6o6wMAAAAJ
RMA Chamika,pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=K2uOQt0AAAAJ
Karunananda Pemasiri,sci.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=b-3a1TYAAAAJ
Ashwini Amarasinghe,sci.pdn.ac.lk,2,https://scholar.google.com/citations?hl=en&user=glkwByQAAAAJ
Padmini Dahanayake,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=_Ss6AxEAAAAJ
MKIDilhari Senarath,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=GMUdLn0AAAAJ
Lasni  Buddhibhashika Jayasooriya,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=468kWGgAAAAJ
Rosen Silva,eng.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=_UxXUGgAAAAJ
Rivikantha Herath,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=txv8YkoAAAAJ
Prof. Chulani Rambukwella,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=FUnqHv0AAAAJ
SARAH DIVYA MALHARI FERNANDO,eng.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=Wa1QCNwAAAAJ
RKKGRG Kumarasinghe,sci.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=82IBlHEAAAAJ
MMIhjas,arts.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=Wat-6kEAAAAJ
Dhanushka Leuke Bandara,dental.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=D3slBJMAAAAJ
Lahiru J Ekanayake,sci.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=1D4pv_kAAAAJ
Imesh Udara Ekanayake,eng.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=PUWme24AAAAJ
Thilini Weerasingha,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=A35IX34AAAAJ
Lakmini Chandrasiri,pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=zBtVIwoAAAAJ
VNS Sirimalwatta,agri.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=5L3DHlcAAAAJ
Imesha Waidyarathne,agri.pdn.ac.lk,1,https://scholar.google.com/citations?hl=en&user=Y9YjNBwAAAAJ
